# # x_m,y_m,w_tr_right_m,w_tr_left_m
1.803465276350425084e+00,3.106056118743719452e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.801675146494132962e+00,3.303284910749251235e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.807523546994676211e+00,3.503315741975804976e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.814767988148701550e+00,3.703874997171899164e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.810991383331369553e+00,3.900504926411002771e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.783578297830549664e+00,4.088677618274152437e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.719950904673803516e+00,4.263870136508987940e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.614414005296998189e+00,4.422470054861642907e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.476124750883197390e+00,4.562829779718280854e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.316174096304533636e+00,4.683557542346140856e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.145369591651666408e+00,4.783573454927590340e+00,4.699999999999999734e-01,4.699999999999999734e-01
9.699944119621983774e-01,4.866776607856381887e+00,4.699999999999999734e-01,4.699999999999999734e-01
7.926977529519543264e-01,4.941065208233335504e+00,4.699999999999999734e-01,4.699999999999999734e-01
6.160261526682817568e-01,5.014450372052595917e+00,4.699999999999999734e-01,4.699999999999999734e-01
4.419623290558322704e-01,5.093498783390130846e+00,4.699999999999999734e-01,4.699999999999999734e-01
2.704422182393559360e-01,5.179533544235913389e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.009374472240307519e-01,5.272688258530799921e+00,4.699999999999999734e-01,4.699999999999999734e-01
-6.708035698495989907e-02,5.373096530215648592e+00,4.699999999999999734e-01,4.699999999999999734e-01
-2.336825598982754382e-01,5.481030039919545516e+00,4.699999999999999734e-01,4.699999999999999734e-01
-3.947679491865602741e-01,5.598021138500165250e+00,4.699999999999999734e-01,4.699999999999999734e-01
-5.440013575988802419e-01,5.726277126587138611e+00,4.699999999999999734e-01,4.699999999999999734e-01
-6.750264447333909068e-01,5.868011701901306942e+00,4.699999999999999734e-01,4.699999999999999734e-01
-7.814868701882429214e-01,6.025438562163512479e+00,4.699999999999999734e-01,4.699999999999999734e-01
-8.585670445332128642e-01,6.199807761364679592e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.102801333942011075e-01,6.386847517320078715e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.437784323289502009e-01,6.580322717669029764e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.658412441278534377e-01,6.774421388413893297e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.796423201845689821e-01,6.967403426132887212e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.863509435633509570e-01,7.159792440970541350e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.871144657466315309e-01,7.352135959031192769e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.829034072566208424e-01,7.544804170990922820e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.742343906131101239e-01,7.737712074631155623e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.615522248062866595e-01,7.930702649332178389e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.453016979179513779e-01,8.123618870644930823e+00,4.699999999999999734e-01,4.699999999999999734e-01
-9.244026831186354931e-01,8.316024428135129654e+00,4.699999999999999734e-01,4.699999999999999734e-01
-8.921077069111430502e-01,8.506445044931123078e+00,4.699999999999999734e-01,4.699999999999999734e-01
-8.405480851863040836e-01,8.693114526169530620e+00,4.699999999999999734e-01,4.699999999999999734e-01
-7.663807013814263325e-01,8.873087511815503703e+00,4.699999999999999734e-01,4.699999999999999734e-01
-6.708092801960713336e-01,9.042233933661883327e+00,4.699999999999999734e-01,4.699999999999999734e-01
-5.552782038148904586e-01,9.196489105666410424e+00,4.699999999999999734e-01,4.699999999999999734e-01
-4.224671223483374427e-01,9.335297906107109966e+00,4.699999999999999734e-01,4.699999999999999734e-01
-2.764740489130209089e-01,9.462134975628281097e+00,4.699999999999999734e-01,4.699999999999999734e-01
-1.214751309147005798e-01,9.580696945025229283e+00,4.699999999999999734e-01,4.699999999999999734e-01
3.833537262791398420e-02,9.694695822594223245e+00,4.699999999999999734e-01,4.699999999999999734e-01
1.975020517717382684e-01,9.808914385403234348e+00,4.699999999999999734e-01,4.699999999999999734e-01
3.485071990349606907e-01,9.929886385569862028e+00,4.699999999999999734e-01,4.699999999999999734e-01
4.836425154467879350e-01,1.006430739518949835e+01,4.699999999999999734e-01,4.699999999999999734e-01
5.967022058473084867e-01,1.021731723559737048e+01,4.699999999999999734e-01,4.699999999999999734e-01
6.882593719940237609e-01,1.038703659516160194e+01,4.699999999999999734e-01,4.699999999999999734e-01
7.607980323365407527e-01,1.056960752494185130e+01,4.699999999999999734e-01,4.699999999999999734e-01
8.168023147931940953e-01,1.076117196264960718e+01,4.699999999999999734e-01,4.699999999999999734e-01
8.587563472823201982e-01,1.095787184599635644e+01,4.699999999999999734e-01,4.699999999999999734e-01
8.891442577222550270e-01,1.115584911269359125e+01,4.699999999999999734e-01,4.699999999999999734e-01
9.104501740313342140e-01,1.135124570045279668e+01,4.699999999999999734e-01,4.699999999999999734e-01
9.251582241278933916e-01,1.154020354698545958e+01,4.699999999999999734e-01,4.699999999999999734e-01
9.357525359302690804e-01,1.171886459000307745e+01,4.699999999999999734e-01,4.699999999999999734e-01
2.5000000000000004 , 14.0 , 0.47 , 0.47
2.737093954812135 , 14.262073128422006 , 0.47 , 0.47
2.9468397715907573 , 14.546506882384548 , 0.47 , 0.47
3.127141739467364 , 14.850459293839334 , 0.47 , 0.47
3.276198340778839 , 15.170893370764414 , 0.47 , 0.47
3.3925202512364394 , 15.504607441784575 , 0.47 , 0.47
3.474945220761784 , 15.848267146213391 , 0.47 , 0.47
3.522649686305449 , 16.198438749883007 , 0.47 , 0.47
3.535157000616721 , 16.551623453880893 , 0.47 , 0.47
3.51234219474537 , 16.904292353392048 , 0.47 , 0.47
3.4544332266900906 , 17.252921697349393 , 0.47 , 0.47
3.362008703717532 , 17.594028096589643 , 0.47 , 0.47
3.2359921011097503 , 17.92420332872638 , 0.47 , 0.47
3.077642535104451 , 18.240148391981513 , 0.47 , 0.47
2.8885421822217534 , 18.538706467720548 , 0.47 , 0.47
2.6705804706793947 , 18.816894462340876 , 0.47 , 0.47
2.425935201850542 , 19.071932813356984 , 0.47 , 0.47
2.1570507903923604 , 19.301273261869984 , 0.47 , 0.47
1.8666138404627715 , 19.502624313928205 , 0.47 , 0.47
1.5575263020597794 , 19.673974136377293 , 0.47 , 0.47
1.2328764756963497 , 19.81361065843206 , 0.47 , 0.47
0.895908155122542 , 19.920138678121827 , 0.47 , 0.47
0.5499882164106136 , 19.99249380268734 , 0.47 , 0.47
0.19857297724224207 , 20.02995308364136 , 0.47 , 0.47
-0.15482633747523467 , 20.03214224023099 , 0.47 , 0.47
-0.5066786786074416 , 19.999039399127227 , 0.47 , 0.47
-0.8534684538687064 , 19.930975312976027 , 0.47 , 0.47
-1.191730654458076 , 19.82863005562723 , 0.47 , 0.47
-1.5180854762818814 , 19.69302622706141 , 0.47 , 0.47
-1.8292720898390191 , 19.525518735908932 , 0.47 , 0.47
-2.1221812213514433 , 19.327781261650784 , 0.47 , 0.47
-2.3938862195999704 , 19.10178953176643 , 0.47 , 0.47
-2.641672298055831 , 18.849801580917934 , 0.47 , 0.47
-2.863063660130282 , 18.574335189414043 , 0.47 , 0.47
-3.0558482365157302 , 18.278142726381574 , 0.47 , 0.47
-3.2180997874510395 , 17.964183649002944 , 0.47 , 0.47
-3.3481971490724978 , 17.635594932598238 , 0.47 , 0.47
-3.444840431547253 , 17.29565972700479 , 0.47 , 0.47
-3.5070640071428394 , 16.947774552429248 , 0.47 , 0.47
-3.534246158460285 , 16.595415362540418 , 0.47 , 0.47
